STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
       1051;2020092916;    3;   0.0;   0;-999;eor
       1051;2020092917;    3;   0.0;   0;-999;eor
       1051;2020092918;    3;   0.0;   0;-999;eor
       1051;2020092919;    3;   0.0;   0;-999;eor
       1051;2020092920;    3;   0.0;   0;-999;eor
       1051;2020092921;    3;   0.0;   0;-999;eor
       1051;2020092922;    3;   0.0;   0;-999;eor
       1051;2020092923;    3;   0.0;   0;-999;eor
       1051;2020093000;    3;   0.0;   0;-999;eor
       1051;2020093001;    3;   0.0;   0;-999;eor
       1051;2020093002;    3;   0.0;   0;-999;eor
       1051;2020093003;    3;   0.0;   0;-999;eor
       1051;2020093004;    3;   0.0;   0;-999;eor
       1051;2020093005;    3;   0.0;   0;-999;eor
       1051;2020093006;    3;   0.0;   0;-999;eor
       1051;2020093007;    3;   0.0;   0;-999;eor
       1051;2020093008;    3;   0.0;   0;-999;eor
       1051;2020093009;    3;   0.0;   0;-999;eor
       1051;2020093010;    3;   0.0;   0;-999;eor
       1051;2020093011;    3;   0.0;   0;-999;eor
       1051;2020093012;    3;   0.0;   0;-999;eor
       1051;2020093013;    3;   0.0;   0;-999;eor
       1051;2020093014;    3;   0.0;   0;-999;eor
       1051;2020093015;    3;   0.0;   0;-999;eor
       1051;2020093016;    3;   0.0;   0;-999;eor
       1051;2020093017;    3;   0.0;   0;-999;eor
       1051;2020093018;    3;   0.0;   0;-999;eor
       1051;2020093019;    3;   0.0;   0;-999;eor
       1051;2020093020;    3;   0.0;   0;-999;eor
       1051;2020093021;    3;   0.0;   0;-999;eor
       1051;2020093022;    3;   0.0;   0;-999;eor
       1051;2020093023;    3;   0.0;   0;-999;eor
       1051;2020100100;    3;   0.0;   0;-999;eor
       1051;2020100101;    3;   0.0;   0;-999;eor
       1051;2020100102;    3;   0.0;   0;-999;eor
       1051;2020100103;    3;   0.0;   0;-999;eor
       1051;2020100104;    3;   0.0;   0;-999;eor
       1051;2020100105;    3;   0.0;   0;-999;eor
       1051;2020100106;    3;   0.0;   0;-999;eor
       1051;2020100107;    3;   0.0;   0;-999;eor
       1051;2020100108;    3;   0.0;   0;-999;eor
       1051;2020100109;    3;   0.0;   0;-999;eor
       1051;2020100110;    3;   0.0;   0;-999;eor
       1051;2020100111;    3;   0.0;   0;-999;eor
       1051;2020100112;    3;   0.0;   0;-999;eor
       1051;2020100113;    3;   0.0;   0;-999;eor
       1051;2020100114;    3;   0.0;   0;-999;eor
       1051;2020100115;    3;   0.0;   0;-999;eor
       1051;2020100116;    3;   0.0;   0;-999;eor
       1051;2020100117;    3;   0.0;   0;-999;eor
       1051;2020100118;    3;   0.0;   0;-999;eor
       1051;2020100119;    3;   0.0;   0;-999;eor
       1051;2020100120;    3;   0.0;   0;-999;eor
       1051;2020100121;    3;   0.0;   0;-999;eor
       1051;2020100122;    3;   0.0;   0;-999;eor
       1051;2020100123;    3;   0.0;   0;-999;eor
       1051;2020100200;    3;   0.0;   0;-999;eor
       1051;2020100201;    3;   0.0;   0;-999;eor
       1051;2020100202;    3;   0.0;   0;-999;eor
       1051;2020100203;    3;   0.0;   0;-999;eor
       1051;2020100204;    3;   0.0;   0;-999;eor
       1051;2020100205;    3;   0.0;   0;-999;eor
       1051;2020100206;    3;   0.0;   0;-999;eor
       1051;2020100207;    3;   0.0;   0;-999;eor
       1051;2020100208;    3;   0.0;   0;-999;eor
       1051;2020100209;    3;   0.0;   0;-999;eor
       1051;2020100210;    3;   0.0;   0;-999;eor
       1051;2020100211;    3;   0.0;   0;-999;eor
       1051;2020100212;    3;   0.0;   0;-999;eor
       1051;2020100213;    3;   0.0;   0;-999;eor
       1051;2020100214;    3;   0.0;   0;-999;eor
       1051;2020100215;    3;   0.0;   0;-999;eor
       1051;2020100216;    3;   0.0;   0;-999;eor
       1051;2020100217;    3;   0.0;   0;-999;eor
       1051;2020100218;    3;   0.0;   0;-999;eor
       1051;2020100219;    3;   0.0;   0;-999;eor
       1051;2020100220;    3;   0.0;   0;-999;eor
       1051;2020100221;    3;   0.0;   0;-999;eor
       1051;2020100222;    3;   0.0;   0;-999;eor
       1051;2020100223;    3;   0.0;   0;-999;eor
       1051;2020100300;    3;   0.0;   0;-999;eor
       1051;2020100301;    3;   0.0;   0;-999;eor
       1051;2020100302;    3;   0.0;   0;-999;eor
       1051;2020100303;    3;   0.0;   0;-999;eor
       1051;2020100304;    3;   0.0;   0;-999;eor
       1051;2020100305;    3;   0.0;   0;-999;eor
       1051;2020100306;    3;   0.0;   0;-999;eor
       1051;2020100307;    3;   0.0;   0;-999;eor
       1051;2020100308;    3;   0.0;   0;-999;eor
       1051;2020100309;    3;   0.0;   0;-999;eor
       1051;2020100310;    3;   0.0;   0;-999;eor
       1051;2020100311;    3;   0.0;   0;-999;eor
       1051;2020100312;    3;   0.0;   0;-999;eor
       1051;2020100313;    3;   0.0;   0;-999;eor
       1051;2020100314;    3;   0.0;   0;-999;eor
       1051;2020100315;    3;   0.0;   0;-999;eor
       1051;2020100316;    3;   0.0;   0;-999;eor
       1051;2020100317;    3;   0.0;   0;-999;eor
       1051;2020100318;    3;   0.0;   0;-999;eor
       1051;2020100319;    3;   0.0;   0;-999;eor
       1051;2020100320;    3;   0.0;   0;-999;eor
       1051;2020100321;    3;   0.0;   0;-999;eor
       1051;2020100322;    3;   0.0;   0;-999;eor
       1051;2020100323;    3;   0.6;   1;-999;eor
       1051;2020100400;    3;   0.2;   1;-999;eor
       1051;2020100401;    3;   0.0;   0;-999;eor
       1051;2020100402;    3;   0.0;   0;-999;eor
       1051;2020100403;    3;   0.0;   0;-999;eor
       1051;2020100404;    3;   0.0;   0;-999;eor
       1051;2020100405;    3;   0.0;   0;-999;eor
       1051;2020100406;    3;   0.0;   0;-999;eor
       1051;2020100407;    3;   0.0;   0;-999;eor
       1051;2020100408;    3;   0.0;   1;-999;eor
       1051;2020100409;    3;   0.0;   0;-999;eor
       1051;2020100410;    3;   0.0;   0;-999;eor
       1051;2020100411;    3;   0.0;   0;-999;eor
       1051;2020100412;    3;   0.0;   0;-999;eor
       1051;2020100413;    3;   0.0;   0;-999;eor
       1051;2020100414;    3;   0.0;   0;-999;eor
       1051;2020100415;    3;   0.0;   0;-999;eor
       1051;2020100416;    3;   0.0;   0;-999;eor
       1051;2020100417;    3;   0.0;   0;-999;eor
       1051;2020100418;    3;   0.0;   0;-999;eor
       1051;2020100419;    3;   0.0;   0;-999;eor
       1051;2020100420;    3;   0.0;   0;-999;eor
       1051;2020100421;    3;   0.0;   0;-999;eor
       1051;2020100422;    3;   0.0;   0;-999;eor
       1051;2020100423;    3;   0.0;   0;-999;eor
       1051;2020100500;    3;   0.0;   0;-999;eor
       1051;2020100501;    3;   0.0;   0;-999;eor
       1051;2020100502;    3;   0.0;   0;-999;eor
       1051;2020100503;    3;   0.0;   0;-999;eor
       1051;2020100504;    3;   0.0;   0;-999;eor
       1051;2020100505;    3;   0.0;   0;-999;eor
       1051;2020100506;    3;   0.0;   0;-999;eor
       1051;2020100507;    3;   0.0;   0;-999;eor
       1051;2020100508;    3;   0.0;   0;-999;eor
       1051;2020100509;    3;   0.0;   0;-999;eor
       1051;2020100510;    3;   0.5;   1;-999;eor
       1051;2020100511;    3;   0.2;   1;-999;eor
       1051;2020100512;    3;   0.8;   1;-999;eor
       1051;2020100513;    3;   2.4;   1;-999;eor
       1051;2020100514;    3;   1.1;   1;-999;eor
       1051;2020100515;    3;   0.0;   1;-999;eor
       1051;2020100516;    3;   0.0;   0;-999;eor
       1051;2020100517;    3;   0.0;   0;-999;eor
       1051;2020100518;    3;   0.0;   0;-999;eor
       1051;2020100519;    3;   0.0;   0;-999;eor
       1051;2020100520;    3;   0.0;   0;-999;eor
       1051;2020100521;    3;   0.0;   0;-999;eor
       1051;2020100522;    3;   0.0;   0;-999;eor
       1051;2020100523;    3;   0.0;   0;-999;eor
       1051;2020100600;    3;   0.0;   0;-999;eor
       1051;2020100601;    3;   0.0;   0;-999;eor
       1051;2020100602;    3;   0.0;   0;-999;eor
       1051;2020100603;    3;   0.0;   0;-999;eor
       1051;2020100604;    3;   0.0;   0;-999;eor
       1051;2020100605;    3;   0.0;   0;-999;eor
       1051;2020100606;    3;   0.0;   0;-999;eor
       1051;2020100607;    3;   0.0;   0;-999;eor
       1051;2020100608;    3;   0.0;   0;-999;eor
       1051;2020100609;    3;   0.0;   0;-999;eor
       1051;2020100610;    3;   0.0;   0;-999;eor
       1051;2020100611;    3;   0.0;   0;-999;eor
       1051;2020100612;    3;   0.0;   0;-999;eor
       1051;2020100613;    3;   0.0;   0;-999;eor
       1051;2020100614;    3;   0.0;   0;-999;eor
       1051;2020100615;    3;   0.0;   0;-999;eor
       1051;2020100616;    3;   0.0;   0;-999;eor
       1051;2020100617;    3;   0.0;   0;-999;eor
       1051;2020100618;    3;   0.0;   1;-999;eor
       1051;2020100619;    3;   0.0;   0;-999;eor
       1051;2020100620;    3;   0.0;   0;-999;eor
       1051;2020100621;    3;   0.0;   0;-999;eor
       1051;2020100622;    3;   0.0;   0;-999;eor
       1051;2020100623;    3;   0.0;   0;-999;eor
       1051;2020100700;    3;   0.0;   0;-999;eor
       1051;2020100701;    3;   0.0;   0;-999;eor
       1051;2020100702;    3;   0.0;   0;-999;eor
       1051;2020100703;    3;   0.0;   0;-999;eor
       1051;2020100704;    3;   0.0;   0;-999;eor
       1051;2020100705;    3;   0.0;   0;-999;eor
       1051;2020100706;    3;   0.0;   0;-999;eor
       1051;2020100707;    3;   0.0;   0;-999;eor
       1051;2020100708;    3;   0.0;   0;-999;eor
       1051;2020100709;    3;   0.0;   0;-999;eor
       1051;2020100710;    3;   0.0;   0;-999;eor
       1051;2020100711;    3;   0.0;   1;-999;eor
       1051;2020100712;    3;   0.0;   0;-999;eor
       1051;2020100713;    3;   0.0;   1;-999;eor
       1051;2020100714;    3;   0.7;   1;-999;eor
       1051;2020100715;    3;   0.0;   1;-999;eor
       1051;2020100716;    3;   1.8;   1;-999;eor
       1051;2020100717;    3;   0.1;   1;-999;eor
       1051;2020100718;    3;   0.0;   0;-999;eor
       1051;2020100719;    3;   0.0;   0;-999;eor
       1051;2020100720;    3;   0.0;   0;-999;eor
       1051;2020100721;    3;   0.0;   0;-999;eor
       1051;2020100722;    3;   0.0;   0;-999;eor
       1051;2020100723;    3;   0.0;   0;-999;eor
       1051;2020100800;    3;   0.0;   0;-999;eor
       1051;2020100801;    3;   0.0;   0;-999;eor
       1051;2020100802;    3;   0.0;   0;-999;eor
       1051;2020100803;    3;   0.0;   0;-999;eor
       1051;2020100804;    3;   0.0;   0;-999;eor
       1051;2020100805;    3;   0.0;   0;-999;eor
       1051;2020100806;    3;   0.0;   0;-999;eor
       1051;2020100807;    3;   0.0;   0;-999;eor
       1051;2020100808;    3;   0.0;   0;-999;eor
       1051;2020100809;    3;   0.0;   0;-999;eor
       1051;2020100810;    3;   0.0;   0;-999;eor
       1051;2020100811;    3;   0.0;   0;-999;eor
       1051;2020100812;    3;   0.0;   0;-999;eor
       1051;2020100813;    3;   0.0;   0;-999;eor
       1051;2020100814;    3;   0.0;   0;-999;eor
       1051;2020100815;    3;   0.0;   0;-999;eor
       1051;2020100816;    3;   0.0;   0;-999;eor
       1051;2020100817;    3;   0.0;   0;-999;eor
       1051;2020100818;    3;   0.0;   0;-999;eor
       1051;2020100819;    3;   0.0;   0;-999;eor
       1051;2020100820;    3;   0.0;   0;-999;eor
       1051;2020100821;    3;   0.0;   0;-999;eor
       1051;2020100822;    3;   0.0;   0;-999;eor
       1051;2020100823;    3;   0.0;   0;-999;eor
       1051;2020100900;    3;   0.0;   0;-999;eor
       1051;2020100901;    3;   0.0;   0;-999;eor
       1051;2020100902;    3;   0.0;   0;-999;eor
       1051;2020100903;    3;   0.1;   1;-999;eor
       1051;2020100904;    3;   0.0;   1;-999;eor
       1051;2020100905;    3;   0.0;   0;-999;eor
       1051;2020100906;    3;   0.1;   1;-999;eor
       1051;2020100907;    3;   0.1;   1;-999;eor
       1051;2020100908;    3;   0.0;   1;-999;eor
       1051;2020100909;    3;   0.0;   0;-999;eor
       1051;2020100910;    3;   0.0;   0;-999;eor
       1051;2020100911;    3;   0.0;   1;-999;eor
       1051;2020100912;    3;   0.0;   0;-999;eor
       1051;2020100913;    3;   0.0;   0;-999;eor
       1051;2020100914;    3;   0.0;   0;-999;eor
       1051;2020100915;    3;   0.0;   0;-999;eor
       1051;2020100916;    3;   0.0;   0;-999;eor
       1051;2020100917;    3;   0.0;   0;-999;eor
       1051;2020100918;    3;   0.0;   0;-999;eor
       1051;2020100919;    3;   0.0;   0;-999;eor
       1051;2020100920;    3;   0.0;   0;-999;eor
       1051;2020100921;    3;   0.0;   0;-999;eor
       1051;2020100922;    3;   0.0;   0;-999;eor
       1051;2020100923;    3;   0.0;   0;-999;eor
       1051;2020101000;    3;   0.0;   0;-999;eor
       1051;2020101001;    3;   0.0;   0;-999;eor
       1051;2020101002;    3;   0.0;   0;-999;eor
       1051;2020101003;    3;   0.0;   0;-999;eor
       1051;2020101004;    3;   0.0;   0;-999;eor
       1051;2020101005;    3;   0.1;   1;-999;eor
       1051;2020101006;    3;   0.4;   1;-999;eor
       1051;2020101007;    3;   0.0;   0;-999;eor
       1051;2020101008;    3;   0.0;   0;-999;eor
       1051;2020101009;    3;   0.0;   0;-999;eor
       1051;2020101010;    3;   0.0;   0;-999;eor
       1051;2020101011;    3;   0.0;   0;-999;eor
       1051;2020101012;    3;   0.0;   0;-999;eor
       1051;2020101013;    3;   0.4;   1;-999;eor
       1051;2020101014;    3;   0.0;   1;-999;eor
       1051;2020101015;    3;   0.0;   0;-999;eor
       1051;2020101016;    3;   0.0;   0;-999;eor
       1051;2020101017;    3;   0.0;   0;-999;eor
       1051;2020101018;    3;   0.0;   0;-999;eor
       1051;2020101019;    3;   0.0;   0;-999;eor
       1051;2020101020;    3;   0.0;   0;-999;eor
       1051;2020101021;    3;   0.0;   0;-999;eor
       1051;2020101022;    3;   0.0;   0;-999;eor
       1051;2020101023;    3;   0.0;   0;-999;eor
       1051;2020101100;    3;   0.0;   0;-999;eor
       1051;2020101101;    3;   0.0;   0;-999;eor
       1051;2020101102;    3;   0.0;   0;-999;eor
       1051;2020101103;    3;   0.0;   0;-999;eor
       1051;2020101104;    3;   0.0;   0;-999;eor
       1051;2020101105;    3;   0.0;   0;-999;eor
       1051;2020101106;    3;   0.0;   0;-999;eor
       1051;2020101107;    3;   0.0;   0;-999;eor
       1051;2020101108;    3;   0.0;   0;-999;eor
       1051;2020101109;    3;   0.0;   0;-999;eor
       1051;2020101110;    3;   0.0;   0;-999;eor
       1051;2020101111;    3;   0.0;   0;-999;eor
       1051;2020101112;    3;   0.0;   0;-999;eor
       1051;2020101113;    3;   0.0;   0;-999;eor
       1051;2020101114;    3;   0.0;   0;-999;eor
       1051;2020101115;    3;   0.0;   0;-999;eor
       1051;2020101116;    3;   0.0;   0;-999;eor
       1051;2020101117;    3;   0.0;   0;-999;eor
       1051;2020101118;    3;   0.0;   0;-999;eor
       1051;2020101119;    3;   0.0;   0;-999;eor
       1051;2020101120;    3;   0.0;   0;-999;eor
       1051;2020101121;    3;   0.0;   0;-999;eor
       1051;2020101122;    3;   0.0;   0;-999;eor
       1051;2020101123;    3;   0.0;   0;-999;eor
       1051;2020101200;    3;   0.0;   0;-999;eor
       1051;2020101201;    3;   0.0;   0;-999;eor
       1051;2020101202;    3;   0.0;   0;-999;eor
       1051;2020101203;    3;   0.0;   0;-999;eor
       1051;2020101204;    3;   0.0;   0;-999;eor
       1051;2020101205;    3;   0.0;   0;-999;eor
       1051;2020101206;    3;   0.0;   0;-999;eor
       1051;2020101207;    3;   0.0;   0;-999;eor
       1051;2020101208;    3;   0.0;   0;-999;eor
       1051;2020101209;    3;   0.0;   0;-999;eor
       1051;2020101210;    3;   0.1;   1;-999;eor
       1051;2020101211;    3;   0.0;   0;-999;eor
       1051;2020101212;    3;   0.1;   1;-999;eor
       1051;2020101213;    3;   0.0;   1;-999;eor
       1051;2020101214;    3;   1.4;   1;-999;eor
       1051;2020101215;    3;   0.1;   1;-999;eor
       1051;2020101216;    3;   0.0;   0;-999;eor
       1051;2020101217;    3;   0.0;   0;-999;eor
       1051;2020101218;    3;   0.0;   0;-999;eor
       1051;2020101219;    3;   0.0;   0;-999;eor
       1051;2020101220;    3;   0.0;   0;-999;eor
       1051;2020101221;    3;   0.0;   0;-999;eor
       1051;2020101222;    3;   0.0;   0;-999;eor
       1051;2020101223;    3;   0.0;   0;-999;eor
       1051;2020101300;    3;   0.0;   0;-999;eor
       1051;2020101301;    3;   0.0;   0;-999;eor
       1051;2020101302;    3;   0.0;   0;-999;eor
       1051;2020101303;    3;   0.0;   0;-999;eor
       1051;2020101304;    3;   0.0;   0;-999;eor
       1051;2020101305;    3;   0.0;   0;-999;eor
       1051;2020101306;    3;   0.0;   0;-999;eor
       1051;2020101307;    3;   0.0;   0;-999;eor
       1051;2020101308;    3;   0.0;   0;-999;eor
       1051;2020101309;    3;   0.0;   0;-999;eor
       1051;2020101310;    3;   0.0;   0;-999;eor
       1051;2020101311;    3;   0.0;   0;-999;eor
       1051;2020101312;    3;   0.0;   0;-999;eor
       1051;2020101313;    3;   0.0;   0;-999;eor
       1051;2020101314;    3;   0.0;   0;-999;eor
       1051;2020101315;    3;   0.0;   0;-999;eor
       1051;2020101316;    3;   0.0;   0;-999;eor
       1051;2020101317;    3;   0.0;   0;-999;eor
       1051;2020101318;    3;   0.0;   0;-999;eor
       1051;2020101319;    3;   0.0;   0;-999;eor
       1051;2020101320;    3;   0.1;   1;-999;eor
       1051;2020101321;    3;   2.2;   1;-999;eor
       1051;2020101322;    3;   1.2;   1;-999;eor
       1051;2020101323;    3;   1.1;   1;-999;eor
       1051;2020101400;    3;   1.5;   1;-999;eor
       1051;2020101401;    3;   2.3;   1;-999;eor
       1051;2020101402;    3;   2.1;   1;-999;eor
       1051;2020101403;    3;   2.5;   1;-999;eor
       1051;2020101404;    3;   3.9;   1;-999;eor
       1051;2020101405;    3;   5.4;   1;-999;eor
       1051;2020101406;    3;   4.9;   1;-999;eor
       1051;2020101407;    3;   5.1;   1;-999;eor
       1051;2020101408;    3;   3.5;   1;-999;eor
       1051;2020101409;    3;   4.1;   1;-999;eor
       1051;2020101410;    3;   3.7;   1;-999;eor
       1051;2020101411;    3;   2.7;   1;-999;eor
       1051;2020101412;    3;   1.3;   1;-999;eor
       1051;2020101413;    3;   1.4;   1;-999;eor
       1051;2020101414;    3;   2.0;   1;-999;eor
       1051;2020101415;    3;   0.7;   1;-999;eor
       1051;2020101416;    3;   0.3;   1;-999;eor
       1051;2020101417;    3;   0.3;   1;-999;eor
       1051;2020101418;    3;   0.2;   1;-999;eor
       1051;2020101419;    3;   0.2;   1;-999;eor
       1051;2020101420;    3;   0.1;   1;-999;eor
       1051;2020101421;    3;   0.0;   1;-999;eor
       1051;2020101422;    3;   0.0;   0;-999;eor
       1051;2020101423;    3;   0.0;   0;-999;eor
       1051;2020101500;    3;   0.0;   0;-999;eor
       1051;2020101501;    3;   0.0;   1;-999;eor
       1051;2020101502;    3;   0.1;   1;-999;eor
       1051;2020101503;    3;   0.0;   0;-999;eor
       1051;2020101504;    3;   0.1;   1;-999;eor
       1051;2020101505;    3;   0.1;   1;-999;eor
       1051;2020101506;    3;   1.1;   1;-999;eor
       1051;2020101507;    3;   0.5;   1;-999;eor
       1051;2020101508;    3;   0.1;   1;-999;eor
       1051;2020101509;    3;   0.0;   1;-999;eor
       1051;2020101510;    3;   0.2;   1;-999;eor
       1051;2020101511;    3;   1.5;   1;-999;eor
       1051;2020101512;    3;   0.7;   1;-999;eor
       1051;2020101513;    3;   0.1;   1;-999;eor
       1051;2020101514;    3;   0.0;   1;-999;eor
       1051;2020101515;    3;   0.0;   0;-999;eor
       1051;2020101516;    3;   0.0;   1;-999;eor
       1051;2020101517;    3;   0.0;   1;-999;eor
       1051;2020101518;    3;   0.0;   0;-999;eor
       1051;2020101519;    3;   0.5;   1;-999;eor
       1051;2020101520;    3;   0.2;   1;-999;eor
       1051;2020101521;    3;   0.3;   1;-999;eor
       1051;2020101522;    3;   0.0;   1;-999;eor
       1051;2020101523;    3;   0.3;   1;-999;eor
       1051;2020101600;    3;   0.2;   1;-999;eor
       1051;2020101601;    3;   0.0;   1;-999;eor
       1051;2020101602;    3;   0.0;   1;-999;eor
       1051;2020101603;    3;   0.1;   1;-999;eor
       1051;2020101604;    3;   0.0;   0;-999;eor
       1051;2020101605;    3;   0.3;   1;-999;eor
       1051;2020101606;    3;   0.2;   1;-999;eor
       1051;2020101607;    3;   0.1;   1;-999;eor
       1051;2020101608;    3;   0.0;   1;-999;eor
       1051;2020101609;    3;   0.0;   0;-999;eor
       1051;2020101610;    3;   0.0;   0;-999;eor
       1051;2020101611;    3;   0.0;   0;-999;eor
       1051;2020101612;    3;   0.1;   1;-999;eor
       1051;2020101613;    3;   0.4;   1;-999;eor
       1051;2020101614;    3;   0.0;   1;-999;eor
       1051;2020101615;    3;   0.1;   1;-999;eor
       1051;2020101616;    3;   0.5;   1;-999;eor
       1051;2020101617;    3;   0.6;   1;-999;eor
       1051;2020101618;    3;   0.3;   1;-999;eor
       1051;2020101619;    3;   0.3;   1;-999;eor
       1051;2020101620;    3;   0.0;   0;-999;eor
       1051;2020101621;    3;   0.0;   0;-999;eor
       1051;2020101622;    3;   0.0;   0;-999;eor
       1051;2020101623;    3;   0.0;   0;-999;eor
       1051;2020101700;    3;   0.0;   0;-999;eor
       1051;2020101701;    3;   0.0;   0;-999;eor
       1051;2020101702;    3;   0.0;   0;-999;eor
       1051;2020101703;    3;   0.6;   1;-999;eor
       1051;2020101704;    3;   0.9;   1;-999;eor
       1051;2020101705;    3;   0.3;   1;-999;eor
       1051;2020101706;    3;   0.3;   1;-999;eor
