STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       1358;18921101;18921130;    1;  4.92;  -0.69;    1.70;   -3.56;    3.13;  16.2;-999; -14.7;-999;    1;     9.3;    3.6;eor
       1358;18921201;18921231;    1;  6.69;  -6.99;   -5.20;   -9.35;    3.35;   1.9;-999; -16.9;-999;    1;    58.8;   14.2;eor
       1358;18930101;18930131;    1;  5.62; -10.41;   -8.03;  -14.23;    3.66;  -0.6;-999; -22.6;-999;    1;    55.8;   11.3;eor
       1358;18930201;18930228;    1;  6.45;  -3.13;   -1.42;   -5.79;    4.41;   4.4;-999; -17.1;-999;    1;    76.7;   11.4;eor
       1358;18930301;18930331;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    1;    71.9;    8.8;eor
       1358;18930401;18930430;    1;  3.64;   3.29;    6.29;   -0.88;    2.37;  12.7;-999; -10.1;-999;    1;     4.6;    2.3;eor
       1358;18930501;18930531;    1;  6.17;   5.76;    8.63;    2.68;    2.64;  18.6;-999;  -7.3;-999;    1;    62.4;   11.2;eor
       1358;18930601;18930630;    1;  4.88;   9.35;   12.97;    5.58;    2.38;  20.6;-999;  -0.4;-999;    1;    38.3;   12.9;eor
       1358;18930701;18930731;    1;  5.44;  11.70;   14.89;    8.84;    2.71;  24.0;-999;   3.5;-999;    1;    93.4;   23.0;eor
       1358;18930801;18930831;    1;  5.09;  10.96;   14.44;    7.87;    2.93;  24.0;-999;   3.1;-999;    1;    62.1;    9.4;eor
       1358;18930901;18930930;    1;  5.64;   6.64;    9.66;    3.88;    3.27;  18.6;-999;  -0.9;-999;    1;    65.3;   10.0;eor
       1358;18931001;18931031;    1;  6.22;   4.98;    7.62;    2.29;    3.46;  18.6;-999;  -6.7;-999;    1;   132.3;   45.8;eor
       1358;18931101;18931130;    1;  6.46;  -3.47;   -1.44;   -6.36;    3.09;   5.8;-999; -11.6;-999;    1;    71.5;   18.4;eor
       1358;18931201;18931231;    1;  5.21;  -3.52;   -1.62;   -5.97;    2.60;   5.3;-999; -13.7;-999;    1;    31.4;   10.4;eor
       1358;18940101;18940131;    1;  5.42;  -6.41;   -4.29;   -9.08;    3.65;   5.4;-999; -25.8;-999;    1;    30.9;    4.6;eor
       1358;18940201;18940228;    1;  6.77;  -4.33;   -2.45;   -6.76;    4.77;   3.2;-999; -15.8;-999;    1;    93.3;   16.8;eor
       1358;18940301;18940331;    1;  5.93;  -1.57;    0.29;   -4.19;    3.61;   7.3;-999;  -9.4;-999;    1;    31.7;    4.6;eor
       1358;18940401;18940430;    1;  5.08;   5.73;    8.48;    2.01;    2.03;  15.2;-999;  -3.0;-999;    1;   157.3;   42.2;eor
       1358;18940501;18940531;    1;  5.78;   5.82;    8.71;    2.85;    2.72;  16.2;-999;  -6.3;-999;    1;    61.1;   24.5;eor
       1358;18940601;18940630;    1;  6.36;   7.27;   10.19;    4.58;    4.02;  17.6;-999;  -1.0;-999;    1;   187.1;   34.1;eor
       1358;18940701;18940731;    1;  5.42;  12.22;   15.09;    9.35;    2.49;  25.5;-999;   6.0;-999;    1;   204.1;   52.2;eor
       1358;18940801;18940831;    1;  6.07;   9.80;   12.88;    7.02;    3.04;  22.6;-999;   2.0;-999;    1;    89.6;   18.0;eor
       1358;18940901;18940930;    1;  5.93;   5.51;    8.06;    3.34;    3.18;  17.1;-999;  -1.5;-999;    1;   119.5;   13.1;eor
       1358;18941001;18941031;    1;  7.06;   2.52;    4.24;    0.80;    3.32;   9.1;-999;  -3.5;-999;    1;   158.1;   22.5;eor
       1358;18941101;18941130;    1;  5.25;   1.36;    3.43;   -1.20;    3.74;  10.0;-999;  -7.6;-999;    1;    11.5;    3.0;eor
       1358;18941201;18941231;    1;  6.01;  -4.42;   -3.01;   -6.41;    3.79;   4.3;-999;  -9.8;-999;    1;    50.1;    8.8;eor
       1358;18950101;18950131;    1;  6.48;  -9.03;   -7.09;  -11.58;    3.55;   0.9;-999; -19.6;-999;    1;    60.4;    8.2;eor
       1358;18950201;18950228;    1;  6.57; -12.03;  -10.00;  -13.89;    3.69;  -5.1;-999; -20.9;-999;    1;    29.1;    4.2;eor
       1358;18950301;18950331;    1;  6.79;  -3.81;   -1.99;   -6.26;    4.31;   5.2;-999; -14.1;-999;    1;    63.0;   18.3;eor
       1358;18950401;18950430;    1;  5.69;   2.43;    4.84;   -0.75;    3.63;  11.0;-999;  -9.5;-999;    1;    66.4;   28.0;eor
       1358;18950501;18950531;    1;  5.64;   5.92;    9.00;    2.65;    3.36;  18.0;-999;  -7.2;-999;    1;   100.2;   16.4;eor
       1358;18950601;18950630;    1;  5.79;   9.94;   12.90;    6.82;    3.09;  19.5;-999;   0.3;-999;    1;    74.7;   18.4;eor
       1358;18950701;18950731;    1;  5.60;  11.72;   15.05;    8.99;    3.92;  25.6;-999;   2.6;-999;    1;    65.8;   19.1;eor
       1358;18950801;18950831;    1;  4.94;  11.22;   14.80;    8.46;    3.76;  22.1;-999;   3.7;-999;    1;   105.4;   28.5;eor
       1358;18950901;18950930;    1;  3.83;  11.42;   14.72;    8.77;    3.06;  23.9;-999;   1.0;-999;    1;    94.4;   52.1;eor
       1358;18951001;18951031;    1;  5.95;   1.52;    4.04;   -0.69;    4.45;  15.7;-999;  -6.8;-999;    1;    82.5;   27.0;eor
       1358;18951101;18951130;    1;  5.88;   0.43;    2.48;   -2.33;    4.90;  10.0;-999; -11.5;-999;    1;   105.9;   32.8;eor
       1358;18951201;18951231;    1;  7.36;  -5.44;   -4.00;   -7.60;    4.06;   0.2;-999; -15.2;-999;    1;    83.9;   14.8;eor
       1358;18960101;18960131;    1;  5.13;  -5.45;   -3.50;   -8.20;    4.37;   3.7;-999; -15.8;-999;    1;    71.1;   24.6;eor
       1358;18960201;18960229;    1;  6.10;  -5.49;   -3.40;   -8.80;    5.41;   2.8;-999; -16.3;-999;    1;    22.1;    6.3;eor
       1358;18960301;18960331;    1;  6.38;  -0.56;    1.18;   -2.77;    4.75;  11.0;-999; -10.6;-999;    1;    67.6;   13.4;eor
       1358;18960401;18960430;    1;  7.17;  -0.75;    0.75;   -3.23;    4.37;   7.6;-999;  -8.1;-999;    1;    82.0;   12.1;eor
       1358;18960501;18960531;    1;  6.28;   3.80;    6.65;    0.87;    4.81;  18.5;-999;  -5.1;-999;    1;    68.7;   12.6;eor
       1358;18960601;18960630;    1;  6.02;  10.06;   12.96;    7.18;    3.87;  18.5;-999;   1.6;-999;    1;   186.6;   38.7;eor
       1358;18960701;18960731;    1;  5.91;  11.16;   14.13;    8.28;    3.71;  21.0;-999;   2.0;-999;    1;   103.8;   20.6;eor
       1358;18960801;18960831;    1;  6.86;   8.66;   10.99;    6.55;    3.84;  15.7;-999;   2.1;-999;    1;   177.3;   42.4;eor
       1358;18960901;18960930;    1;  6.92;   7.36;    9.73;    5.34;    4.57;  16.1;-999;   0.0;-999;    1;    60.8;   10.2;eor
       1358;18961001;18961031;    1;  6.07;   4.25;    6.32;    2.00;    4.31;  14.5;-999;  -3.9;-999;    1;    79.7;   20.3;eor
       1358;18961101;18961130;    1;  6.55;  -4.07;   -2.28;   -6.52;    4.95;   4.2;-999; -12.9;-999;    1;    39.6;    7.7;eor
       1358;18961201;18961231;    1;  6.24;  -4.92;   -2.93;   -7.73;    3.74;   0.7;-999; -14.7;-999;    1;    24.9;    5.0;eor
       1358;18970101;18970131;    1;  6.75;  -7.18;   -5.23;   -9.86;    4.15;   1.4;-999; -16.2;-999;    1;    64.0;   14.8;eor
       1358;18970201;18970228;    1;  6.36;  -3.85;   -1.45;   -7.45;    5.39;   3.8;-999; -14.0;-999;    1;    49.1;    8.1;eor
       1358;18970301;18970331;    1;  7.26;  -1.05;    0.78;   -3.22;    5.29;   7.2;-999;  -7.0;-999;    1;   106.5;   13.9;eor
       1358;18970401;18970430;    1;  6.48;   0.98;    3.40;   -1.78;    4.54;  14.1;-999;  -7.8;-999;    1;    61.9;    8.9;eor
       1358;18970501;18970531;    1;  6.53;   4.87;    7.42;    2.09;    3.69;  14.2;-999;  -5.3;-999;    1;   127.1;   16.3;eor
       1358;18970601;18970630;    1;  4.81;  11.07;   14.51;    7.77;    3.00;  24.8;-999;   0.8;-999;    1;    46.6;   10.1;eor
       1358;18970701;18970731;    1;  6.68;  10.16;   12.87;    7.73;    4.41;  21.6;-999;   3.6;-999;    1;   305.0;   83.7;eor
       1358;18970801;18970831;    1;  5.85;  11.86;   14.51;    9.48;    3.10;  19.0;-999;   6.7;-999;    1;   195.7;   37.1;eor
       1358;18970901;18970930;    1;  6.33;   7.16;    9.13;    5.32;    4.46;  17.5;-999;   0.1;-999;    1;   159.9;   16.4;eor
       1358;18971001;18971031;    1;  5.27;   4.25;    6.37;    1.70;    4.09;  15.7;-999;  -7.3;-999;    1;    58.1;   24.3;eor
       1358;18971101;18971130;    1;  4.67;   0.47;    3.25;   -3.35;    4.80;  13.9;-999; -15.6;-999;    1;    40.8;    8.0;eor
       1358;18971201;18971231;    1;  6.04;  -2.64;   -0.59;   -4.88;    4.19;   4.5;-999; -10.1;-999;    1;    32.9;    8.3;eor
       1358;18980101;18980131;    1;  5.41;  -0.62;    1.19;   -3.23;    4.91;   6.6;-999; -11.5;-999;    1;    90.8;   22.8;eor
       1358;18980201;18980228;    1;  7.46;  -4.93;   -3.30;   -6.96;    5.31;   2.0;-999; -11.0;-999;    1;   103.4;   13.3;eor
       1358;18980301;18980331;    1;  6.84;  -2.21;   -0.40;   -4.46;    4.61;   6.4;-999;  -9.2;-999;    1;   123.3;   21.8;eor
       1358;18980401;18980430;    1;  7.18;   1.59;    3.43;   -0.67;    4.00;  10.0;-999;  -8.3;-999;    1;   112.8;   18.0;eor
       1358;18980501;18980531;    1;  6.27;   7.03;   10.18;    3.82;    3.62;  15.9;-999;  -1.7;-999;    1;   182.5;   46.2;eor
       1358;18980601;18980630;    1;  5.37;   8.68;   11.32;    6.10;    3.27;  15.5;-999;   1.4;-999;    1;    79.1;   22.0;eor
       1358;18980701;18980731;    1;  6.21;   8.35;   11.44;    5.88;    4.43;  16.5;-999;   0.8;-999;    1;   105.8;   17.4;eor
       1358;18980801;18980831;    1;  4.32;  13.31;   17.47;   10.13;    3.55;  23.4;-999;   2.9;-999;    1;   146.5;   73.7;eor
       1358;18980901;18980930;    1;  5.07;   8.57;   12.12;    5.28;    3.83;  22.1;-999;   0.1;-999;    1;   100.4;   33.0;eor
       1358;18981001;18981031;    1;  5.76;   5.01;    7.08;    2.54;    4.73;  13.5;-999;  -4.3;-999;    1;    67.7;   19.5;eor
       1358;18981101;18981130;    1;  5.64;   1.96;    3.42;   -0.01;    5.52;   8.6;-999;  -6.0;-999;    1;    47.7;   22.4;eor
       1358;18981201;18981231;    1;  6.17;  -1.69;    0.05;   -3.90;    6.74;   7.8;-999; -12.6;-999;    1;    95.3;   22.1;eor
       1358;18990101;18990131;    1;  6.68;  -3.02;   -1.36;   -5.45;    6.31;   3.7;-999; -10.6;-999;    1;    74.9;   12.1;eor
       1358;18990201;18990228;    1;  5.76;  -3.06;   -0.51;   -5.91;    5.78;   9.6;-999; -15.6;-999;    1;    49.0;   11.0;eor
       1358;18990301;18990331;    1;  5.47;  -3.03;   -0.51;   -6.21;    5.29;   7.6;-999; -15.9;-999;    1;    67.0;   11.1;eor
       1358;18990401;18990430;    1;  6.73;   1.17;    3.02;   -1.45;    4.87;   8.1;-999;  -6.9;-999;    1;   146.0;   17.2;eor
       1358;18990501;18990531;    1;  6.05;   5.15;    7.95;    2.11;    4.71;  18.0;-999;  -7.2;-999;    1;   200.6;   48.5;eor
       1358;18990601;18990630;    1;  5.99;   8.43;   11.52;    5.40;    4.85;  18.5;-999;  -0.1;-999;    1;   141.9;   33.3;eor
       1358;18990701;18990731;    1;  6.67;  11.11;   13.44;    8.76;    4.94;  21.4;-999;   3.4;-999;    1;   137.2;   25.1;eor
       1358;18990801;18990831;    1;  5.49;  11.46;   14.21;    8.70;    4.48;  22.2;-999;   2.9;-999;    1;    88.8;   15.9;eor
       1358;18990901;18990930;    1;  6.74;   6.78;    8.99;    4.65;    6.17;  18.3;-999;  -0.3;-999;    1;   183.9;   45.0;eor
       1358;18991001;18991031;    1;  4.86;   3.93;    6.51;    0.95;    5.37;  13.5;-999;  -4.5;-999;    1;    40.4;   15.8;eor
       1358;18991101;18991130;    1;  6.13;   1.27;    2.72;   -0.88;    5.58;  12.0;-999;  -7.3;-999;    1;    72.5;   12.2;eor
       1358;18991201;18991231;    1;  6.52;  -7.79;   -5.50;  -10.78;    5.91;   7.1;-999; -19.8;-999;    1;    74.1;   18.2;eor
       1358;19000101;19000131;    1;  7.35;  -4.01;   -2.56;   -5.59;    5.74;   5.6;-999; -13.5;-999;    1;   177.0;   18.8;eor
       1358;19000201;19000228;    1;  6.71;  -3.79;   -1.56;   -6.57;    5.76;  10.2;-999; -13.5;-999;    1;    81.8;   17.4;eor
       1358;19000301;19000331;    1;  7.10;  -6.03;   -3.90;   -8.33;    5.68;   4.2;-999; -16.4;-999;    1;   164.6;   23.6;eor
       1358;19000401;19000430;    1;  6.44;   0.37;    2.61;   -3.13;    5.37;  14.5;-999; -10.9;-999;    1;    72.3;   12.4;eor
       1358;19000501;19000531;    1;  6.61;   4.38;    7.36;    1.46;    4.64;  16.5;-999;  -5.5;-999;    1;   115.7;   20.6;eor
       1358;19000601;19000630;    1;  5.86;  10.19;   12.81;    7.33;    5.24;  17.3;-999;   3.3;-999;    1;   107.3;   15.2;eor
       1358;19000701;19000731;    1;  5.30;  13.26;   16.75;    9.72;    4.62;  24.9;-999;   1.1;-999;    1;   106.2;   20.4;eor
       1358;19000801;19000831;    1;  5.71;  11.02;   14.02;    7.95;    5.63;  20.4;-999;   3.6;-999;    1;    55.5;   15.7;eor
       1358;19000901;19000930;    1;  5.26;   9.72;   12.36;    6.95;    4.67;  18.3;-999;   1.9;-999;    1;    48.5;    9.0;eor
       1358;19001001;19001031;    1;  5.74;   3.32;    5.80;    0.92;    6.19;  15.5;-999;  -5.3;-999;    1;    75.6;   15.7;eor
       1358;19001101;19001130;    1;  6.82;   0.19;    1.49;   -1.63;    5.14;   7.1;-999;  -5.1;-999;    1;    61.8;   11.5;eor
       1358;19001201;19001231;    1;  6.02;  -1.82;   -0.10;   -4.01;    5.94;   5.6;-999;  -9.6;-999;    1;    96.8;   22.4;eor
       1358;19010101;19010131;    1;  4.05;  -6.18;   -3.87;   -8.94;    5.89;   3.7;-999; -20.2;-999;    1;    79.9;   30.5;eor
       1358;19010201;19010228;    1;  6.42;  -9.09;   -6.90;  -11.41;    5.29;  -0.6;-999; -19.3;-999;    1;   113.0;   18.5;eor
       1358;19010301;19010331;    1;  6.93;  -3.71;   -1.79;   -5.50;    5.64;   4.2;-999; -13.2;-999;    1;   136.4;   42.6;eor
       1358;19010401;19010430;    1;  5.98;   1.65;    3.96;   -1.33;    5.67;  12.0;-999;  -7.5;-999;    1;    85.7;   14.0;eor
       1358;19010501;19010531;    1;  5.71;   7.52;   10.23;    4.37;    3.84;  19.8;-999;  -1.1;-999;    1;    65.1;   13.7;eor
       1358;19010601;19010630;    1;  5.30;  10.32;   13.58;    6.73;    4.21;  24.2;-999;   1.2;-999;    1;   133.3;   75.0;eor
       1358;19010701;19010731;    1;  5.58;  12.96;   15.81;   10.07;    3.87;  21.7;-999;   6.9;-999;    1;   156.3;   45.0;eor
       1358;19010801;19010831;    1;  6.29;  10.50;   13.33;    8.06;    4.79;  20.4;-999;   1.7;-999;    1;   123.6;   46.5;eor
       1358;19010901;19010930;    1;  5.15;   7.61;   10.11;    5.06;    5.89;  16.0;-999;  -0.6;-999;    1;    52.1;   26.5;eor
       1358;19011001;19011031;    1;  6.45;   4.39;    6.14;    2.55;    5.27;  15.0;-999;  -4.4;-999;    1;   131.5;   34.1;eor
       1358;19011101;19011130;    1;  6.02;  -2.60;   -1.13;   -4.94;    5.86;   4.7;-999; -10.7;-999;    1;    99.2;   23.0;eor
       1358;19011201;19011231;    1;  6.55;  -3.45;   -2.02;   -6.55;    5.36;   2.8;-999; -12.2;-999;    1;    97.6;   14.2;eor
       1358;19020101;19020131;    1;  7.72;  -3.33;   -1.75;   -5.28;    6.17;   2.3;-999; -11.5;-999;    1;   304.6;   51.7;eor
       1358;19020201;19020228;    1;  6.39;  -5.86;   -3.68;   -8.24;    5.46;   3.7;-999; -12.9;-999;    1;    53.8;   20.3;eor
       1358;19020301;19020331;    1;  6.37;  -2.38;   -0.39;   -4.87;    5.55;   7.1;-999; -16.5;-999;    1;   225.9;   57.5;eor
       1358;19020401;19020430;    1;  5.73;   1.58;    3.83;   -1.57;    4.81;  10.5;-999;  -8.5;-999;    1;    40.5;    8.8;eor
       1358;19020501;19020531;    1;  6.42;   2.05;    4.33;   -0.29;    4.84;  18.5;-999;  -4.7;-999;    1;   127.8;   17.8;eor
       1358;19020601;19020630;    1;  5.64;   9.37;   12.33;    6.23;    4.62;  21.9;-999;   0.1;-999;    1;   118.8;   29.7;eor
       1358;19020701;19020731;    1;  5.91;  10.23;   13.56;    7.06;    4.72;  20.1;-999;   1.1;-999;    1;   104.8;   20.5;eor
       1358;19020801;19020831;    1;  6.24;   9.55;   12.35;    6.78;    4.93;  19.5;-999;   2.6;-999;    1;   107.6;   14.6;eor
       1358;19020901;19020930;    1;  5.21;   7.04;    9.81;    4.50;    5.25;  20.9;-999;  -2.3;-999;    1;    42.5;   13.0;eor
       1358;19021001;19021031;    1;  6.51;   1.96;    3.94;   -0.36;    5.39;  13.0;-999;  -5.8;-999;    1;    47.1;    7.8;eor
       1358;19021101;19021130;    1;  5.25;  -3.30;   -1.20;   -5.74;    6.05;   4.7;-999; -18.1;-999;    1;    11.8;    3.5;eor
       1358;19021201;19021231;    1;  5.71;  -5.21;   -3.30;   -7.86;    5.85;   4.2;-999; -18.5;-999;    1;   149.5;   31.3;eor
       1358;19030101;19030131;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;    1;    50.8;    7.0;eor
       1358;19030201;19030228;    1;  6.21;  -2.14;    0.13;   -4.51;    6.09;   7.6;-999; -14.3;-999;    1;   117.1;   29.0;eor
       1358;19030301;19030331;    1;  5.10;  -0.02;    2.40;   -2.48;    4.22;  12.0;-999;  -9.6;-999;    1;    43.9;    8.2;eor
       1358;19030401;19030430;    1;  6.82;  -1.67;    0.48;   -4.24;    4.69;  11.0;-999;  -8.5;-999;    1;   148.3;   27.1;eor
       1358;19030501;19030531;    1;  5.35;   7.08;   10.25;    3.99;    4.63;  16.5;-999;  -2.9;-999;    1;    85.4;   22.6;eor
       1358;19030601;19030630;    1;  5.58;   8.81;   11.99;    5.70;    4.60;  20.5;-999;  -0.2;-999;    1;    88.2;   44.0;eor
       1358;19030701;19030731;    1;  5.93;  10.98;   14.30;    7.92;    4.67;  23.4;-999;   2.9;-999;    1;   123.1;   16.5;eor
       1358;19030801;19030831;    1;  5.74;   9.85;   13.73;    7.14;    5.56;  21.0;-999;   4.0;-999;    1;   118.0;   19.0;eor
       1358;19030901;19030930;    1;  4.70;   8.41;   11.74;    5.73;    4.00;  23.4;-999;  -3.6;-999;    1;    63.8;   16.5;eor
       1358;19031001;19031031;    1;  6.44;   4.28;    6.84;    2.34;    4.61;  16.5;-999;  -4.8;-999;    1;   120.5;   23.7;eor
       1358;19031101;19031130;    1;  7.22;  -1.24;    0.64;   -2.69;    4.26;   6.0;-999;  -7.0;-999;    1;   156.4;   19.5;eor
       1358;19031201;19031231;    1;  5.82;  -5.67;   -3.73;   -7.66;    3.48;   0.9;-999; -20.1;-999;    1;     5.1;    2.0;eor
       1358;19040101;19040131;    1;  5.07;  -4.82;   -2.62;   -7.44;    4.20;   2.3;-999; -14.7;-999;    1;    45.6;   11.9;eor
       1358;19040201;19040229;    1;  7.38;  -4.74;   -2.84;   -6.91;    4.99;   1.5;-999; -12.5;-999;    1;   139.5;   19.5;eor
       1358;19040301;19040331;    1;  6.26;  -2.24;    0.30;   -5.75;    4.19;   7.6;-999; -12.6;-999;    1;    87.5;   19.5;eor
       1358;19040401;19040430;    1;  6.24;   2.79;    5.38;   -0.52;    4.34;  15.0;-999;  -6.4;-999;    1;   124.0;   26.0;eor
       1358;19040501;19040531;    1;  5.60;   6.98;   10.74;    3.39;    4.28;  21.9;-999;  -2.6;-999;    1;   106.6;   24.5;eor
       1358;19040601;19040630;    1;  5.82;  10.01;   13.96;    6.27;    3.69;  23.0;-999;   1.9;-999;    1;    80.1;   24.0;eor
       1358;19040701;19040731;    1;  4.29;  14.51;   18.79;   10.12;    2.79;  26.8;-999;   3.6;-999;    1;    20.0;    9.5;eor
       1358;19040801;19040831;    1;  5.17;  12.04;   16.02;    7.78;    3.45;  25.8;-999;   3.0;-999;    1;    17.5;    4.8;eor
       1358;19040901;19040930;    1;  6.09;   6.66;    9.88;    3.74;    3.96;  18.0;-999;  -3.2;-999;    1;    74.5;   17.0;eor
       1358;19041001;19041031;    1;  6.28;   3.66;    5.65;    1.09;    4.28;  13.5;-999;  -3.9;-999;    1;    99.9;   17.8;eor
       1358;19041101;19041130;    1;  6.81;  -1.77;    0.02;   -4.35;    4.83;   7.7;-999;  -9.9;-999;    1;   108.3;   29.0;eor
       1358;19041201;19041231;    1;  7.02;  -2.75;   -0.91;   -5.02;    4.94;   5.6;-999; -14.4;-999;    1;    63.3;   10.5;eor
       1358;19050101;19050131;    1;  6.38;  -7.78;   -5.99;  -10.45;    6.21;  -1.6;-999; -21.0;-999;    1;    61.6;    7.8;eor
       1358;19050201;19050228;    1;  6.83;  -4.37;   -2.91;   -6.48;    5.78;  -0.1;-999; -15.6;-999;    1;    74.6;   14.5;eor
       1358;19050301;19050331;    1;  6.39;  -1.15;    0.28;   -3.33;    4.69;   4.2;-999;  -7.7;-999;    1;    53.9;   10.2;eor
       1358;19050401;19050430;    1;  6.31;  -0.46;    1.70;   -3.13;    4.62;   9.5;-999; -11.1;-999;    1;    84.8;   19.5;eor
       1358;19050501;19050531;    1;  5.41;   6.35;    9.78;    2.78;    3.72;  18.5;-999;  -3.2;-999;    1;    81.2;   19.0;eor
       1358;19050601;19050630;    1;  5.06;  11.77;   15.59;    7.97;    3.71;  22.5;-999;   2.4;-999;    1;    61.3;   15.5;eor
       1358;19050701;19050731;    1;  5.55;  13.07;   16.67;    9.90;    3.91;  25.5;-999;   3.8;-999;    1;   182.1;   24.5;eor
       1358;19050801;19050831;    1;  5.41;  11.29;   14.96;    8.15;    4.30;  23.5;-999;   4.5;-999;    1;   184.9;   34.0;eor
       1358;19050901;19050930;    1;  6.42;   7.30;    9.87;    5.27;    4.34;  17.5;-999;  -0.4;-999;    1;    88.3;   22.0;eor
       1358;19051001;19051031;    1;  7.22;  -1.95;   -0.70;   -3.25;    5.08;   5.0;-999;  -8.3;-999;    1;    95.7;   14.5;eor
       1358;19051101;19051130;    1;  6.27;  -2.01;   -0.57;   -3.29;    4.40;   4.7;-999;  -8.9;-999;    1;    83.3;   45.5;eor
       1358;19051201;19051231;    1;  6.60;  -3.41;   -1.83;   -5.07;    4.66;   3.5;-999; -13.4;-999;    1;    54.5;    7.2;eor
       1358;19060101;19060131;    1;  6.64;  -4.55;   -2.79;   -6.37;    5.37;   1.5;-999; -14.8;-999;    1;    71.7;   16.0;eor
       1358;19060201;19060228;    1;  6.89;  -4.88;   -2.84;   -7.56;    4.31;   2.2;-999; -11.4;-999;    1;    33.0;    7.3;eor
       1358;19060301;19060331;    1;  6.25;  -4.03;   -1.59;   -7.06;    5.42;   8.4;-999; -13.3;-999;    1;    80.1;   17.2;eor
       1358;19060401;19060430;    1;  4.72;   3.04;    6.12;   -0.98;    4.17;  15.0;-999;  -9.4;-999;    1;    34.2;    9.8;eor
       1358;19060501;19060531;    1;  5.22;   8.18;   11.51;    4.30;    4.02;  15.0;-999;  -2.7;-999;    1;   114.1;   19.8;eor
       1358;19060601;19060630;    1;  6.24;   8.76;   11.46;    5.37;    4.51;  25.0;-999;  -0.2;-999;    1;   103.8;   17.5;eor
